2271,Rochester Institute Of Technology,CS,MS,F15,Accepted,E-mail,21-01-2015,1421816400,,154,165,3.5,TRUE,,International,21-03-2015,1426910400,
2272,"University Of Texas, Dallas",CS,MS,F15,Accepted,E-mail,18-02-2015,1424235600,,154,165,3.5,TRUE,,International,21-03-2015,1426910400,
2273,Arizona State University,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,154,165,3.5,TRUE,,International,21-03-2015,1426910400,
2274,Syracuse,CS,MS,F15,Rejected,E-mail,20-03-2015,1426824000,3.1,150,170,3,TRUE,,Other,21-03-2015,1426910400,Yeah! a bit expected! becoz the univ asked me for which all univs I have applied...May they declined to save overall opportunities. Nywayz I have better choices..
2275,SUNY-Stony Brook,CS,MS,F15,Accepted,Website,21-03-2015,1426910400,,,,,,,International,21-03-2015,1426910400,
2276,"University Of Massachusetts, Amherst",CS,PhD,F15,Other,Other,21-03-2015,1426910400,3.33,159,168,3.5,TRUE,,International,21-03-2015,1426910400,Any update on MS(Thesis) or MS/PhD applications of UMass? When do they start sending results?
2277,"Rutgers, New Brunswick",CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,150,169,3.5,TRUE,,International,21-03-2015,1426910400,"No funding, clearly mentioned."
2278,"University Of California, Irvine (UCI)",CS,MS,F15,Accepted,Website,21-03-2015,1426910400,,,,,,,Other,21-03-2015,1426910400,"To the posters below, I hate bragging. But anyways, 155/1703.9 GPA"
2279,"University Of California, Irvine (UCI)",CS,MS,F15,Accepted,Website,21-03-2015,1426910400,,,,,,,International,21-03-2015,1426910400,"Cool!! One of my favored choices for pursuing a Networks Specialization degree!So the wait is finally over."
2280,TAMU,CS,MS,F15,Accepted,Website,16-03-2015,1426478400,3.68,162,158,4,TRUE,,International,21-03-2015,1426910400,Also recd accptance from V Tech and UMD. Ihave send accpetance of UMD and declined TAMU and V Tech. Good luck for waitlisted at these institutes.Hope one you will soon receive confirmation.
2281,Columbia,CS,MS,F15,Rejected,E-mail,16-03-2015,1426478400,3.63,157,160,4,TRUE,,International,21-03-2015,1426910400,Recd email for rejection.
2282,Ohio State University,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,3.74,157,164,4.5,TRUE,,International,21-03-2015,1426910400,Got an e-mail informing me of their decision.
2283,SUNY Stony Brook,ECE,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,152,161,4,TRUE,,International,21-03-2015,1426910400,Got Notified by email !sort of ambitious admit so excited !!
2284,Arizona State University,CS,MS,F15,Accepted,E-mail,21-03-2015,1426910400,2.8,150,170,4,TRUE,,International,21-03-2015,1426910400,
2285,Georgia Tech,CS,MS,F15,Accepted,E-mail,12/3/15,1426132800,3.96,163,167,5,TRUE,,International,21-03-2015,1426910400,
2286,Brown University,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,,,,,,International with US Degree,21-03-2015,1426910400,Email to check website.
2287,North Carolina State University,CS,MS,F15,Accepted,E-mail,14-03-2015,1426305600,3.5,154,167,4,TRUE,,International,21-03-2015,1426910400,
2288,Arizona State University,CS,MS,F15,Accepted,Website,21-03-2015,1426910400,3.77,165,153,3,TRUE,,International,21-03-2015,1426910400,
2289,Brandeis University,CS,MS,F15,Accepted,E-mail,13-03-2015,1426219200,,,,,,,American,21-03-2015,1426910400,Email stating a decision had been made. Admitted to the 12-course MA.
2290,Arizona State University,CS,MS,F15,Accepted,E-mail,21-03-2015,1426910400,,,,,,,International,21-03-2015,1426910400,
2291,University Of Pennsylvania,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,International with US Degree,21-03-2015,1426910400,"To the poster below, I applied on Jan 4th, Gook Luck!"
2292,University Of Notre Dame,CS,MS,F15,Rejected,E-mail,21-03-2015,1426910400,,,,,,,International,21-03-2015,1426910400,
2293,Stanford,CS,MS,F15,Other,Other,21-03-2015,1426910400,,,,,,,International with US Degree,21-03-2015,1426910400,I am also a PhD reject and waiting for masters result. I haven't received anything yet. What's going on?
2294,Stanford,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,Other,20-03-2015,1426824000,Has Stanford emailed all applicants for their MSCS program? I have yet to receive an acceptance or rejection. Is anyone else in the same situation?
2295,"University Of California, San Diego",CS,PhD,F14,Accepted,E-mail,20-03-2015,1426824000,2.86,155,166,4,TRUE,,American,20-03-2015,1426824000,So excited to finally hear back and it's a yes! Had two years of post-bac research experience with two 2nd author publications
2296,Columbia University,CS,PhD,F15,Accepted,E-mail,20-03-2015,1426824000,3.85,152,169,3,TRUE,,International,20-03-2015,1426824000,"From POI, official letter will come soon."
2297,Columbia University,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,American,20-03-2015,1426824000,I have not heard anything either. I applied 12/29/14. I've been very anxious but still hopeful.
2298,UW-Madison,ECE,PhD,F15,Rejected,E-mail,20-03-2015,1426824000,,165,170,4,TRUE,,International,20-03-2015,1426824000,Sad
2299,Georgia Tech,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,"To the poster below, Did u receive an email about your admit ? Or to check the portal ?"
2300,Georgia Institute Of Technology (GA Tech),CS,MS,F15,Accepted,Website,19-03-2015,1426737600,3.9,152,160,4,TRUE,,American,20-03-2015,1426824000,Strong LORs and statement of purpose.
2301,Colorado State University Fort Collins,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,3.92,159,166,4.5,TRUE,,International with US Degree,20-03-2015,1426824000,"I applied for the PhD but got accepted for the MS. Funding in the form of a TA ($15,975/year). One IEEE conference paper (second author). One journal paper (first author)."
2302,University Of Southern California,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,3.74,161,163,4,TRUE,,International,20-03-2015,1426824000,"Have a bit of research experience. Have an admit from U Penn too.Any news about merit-based scholarships?"
2303,University Of Pennsylvania,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,Other,20-03-2015,1426824000,"To the mse poster below, when did you apply?"
2304,Columbia,CS,PhD,F15,Other,E-mail,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,"To the poster below!!!!When did you receive the email? Why do you lie? Columbia sends all emails concurrently as they say and no other one has received an email! why do you lie?! what do you gain?!"
2305,University Of Pennsylvania,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,3.7,159,170,,TRUE,,International with US Degree,20-03-2015,1426824000,mse program
2306,Columbia,CS,PhD,F15,Rejected,E-mail,19-03-2015,1426737600,3.6,164,167,3.5,TRUE,,International,20-03-2015,1426824000,"To the Columbia masters applicants, don`t despair, when I received the rejection email, it stated that I would be considered from that point for the masters degree. So the decisions are not yet taken."
2307,University Of Southern California (USC),ECE,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,Anyone with MS Computer Engineering admit?
2308,UT Dallas,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,Applied to PhD program but got accepted for MS program.
2309,University Of Cambridge,CS,PhD,F15,Accepted,Website,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,To the poster below: have you heard about funding?
2310,University Of WisconsinMadison,ECE,PhD,F15,Rejected,E-mail,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,My top choice :-(
2311,University Of Cambridge,CS,PhD,F15,Accepted,Website,19-03-2015,1426737600,,,,,,,International,20-03-2015,1426824000,"The application was submitted in early December, and has been moved to the BoGS stage on 07/02."
2312,UC Davis,CS,PhD,F15,Accepted,E-mail,20-03-2015,1426824000,3.88,157,170,3.5,TRUE,,International,20-03-2015,1426824000,Just received an acceptance letter. No details on finantial support or even deadline for decision making.
2313,Ohio State University (OSU),CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,"Third acceptance, no funding. I got funding at a Canadian uni, so won't be accepting OSU. Canadian schools that I applied to replied fast, so I am glad. Best of luck to everyone!"
2314,Arizona State University,ECE,MS,F15,Rejected,E-mail,20-03-2015,1426824000,3.67,154,162,3.5,TRUE,,International,20-03-2015,1426824000,Was not expecting this....
2315,Ohio State (OSU),CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,155,170,,TRUE,,International,20-03-2015,1426824000,My 4th acceptance in a row. Was a safe choice though. May not go here.
2316,UBC,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,3.7,152,164,3.5,TRUE,,International,20-03-2015,1426824000,"LUMS, Pakistan"
2317,Arizona State University (ASU),CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,,,,,,American,20-03-2015,1426824000,"major gpa 3.55, 4 years experience as software developer."
2318,"University Of Michigan, Ann Arbor",ECE,MS,F15,Accepted,E-mail,19-03-2015,1426737600,3.8,169,170,5,TRUE,,International,20-03-2015,1426824000,Nothing about financial aid :/
2319,Stanford,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,Other,20-03-2015,1426824000,Just wondering I applied for PhD and indicated I wanted to be considered Master if rejected. Will Stanford send a separate decision everyone who indicated that or does it only notify those who get accepted to Master?
2320,UIUC,CS,PhD,F15,Other,Other,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,Anyone still on the waiting list? Anyone knows when will the final decisions for PhD applicants come out?
2321,USC,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,163,167,4.5,TRUE,,International,20-03-2015,1426824000,Not going to accept. Waiting for other results.  Already have an admit from UCLA
2322,"Indiana University ,Bloomington",CS,MS,F15,Accepted,E-mail,7/3/15,1425704400,,,,,,,International,20-03-2015,1426824000,Excellent University for CS !!  Yayyyy !
2323,UC Davis,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,"Congratulations!  You have been recommended for admission to the graduate program in Computer Science at UC Davis.  While the formal offer of admission can only be communicated by the Dean of Graduate Studies, we want to use this opportunity to let you know that we look forward to welcoming you as a graduate student in the Graduate Group in Computer Science (GGCS) this fall."
2324,University Of Southern California,CS,MS,F15,Other,Other,20-03-2015,1426824000,3.7,159,165,5,TRUE,,International,20-03-2015,1426824000,"I am the one who got admitted on Feb 17th. I submitted my application on November 15th. Recommenders uploaded the letters by December 12th. USC is erratic. Relax guys."
2325,"University Of California, Santa Barbara",CS,MS,F15,Rejected,Website,20-03-2015,1426824000,3.7,159,165,,TRUE,,International,20-03-2015,1426824000,"From Amrita University, India. Two ongoing projects. One research intern in Machine Learning (area of interest). Top recommendations. Shocked about this. Looking at other rejects, UCSB has been very bad this year. Don't know what they want. Looks like they want only IITians."
2326,University Of Southern California,CS,MS,F15,Other,Other,20-03-2015,1426824000,3.7,159,165,5,TRUE,,International,20-03-2015,1426824000,"To the posters below, my application is also in decision round 674 and I got admitted a month back. To be precise, I got my decision on February 17th. But, I have heard that USC is very erratic and they send out admits till June end. So don't lose hope guys!"
2327,Columbia University,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,Other,20-03-2015,1426824000,"To the poster below, I haven't received any notification either. I submitted my application on 2014/12/08. Columbia and UCLA are my only hopes. I am very nervous now and even can't have a good sleep at night."
2328,Columbia University,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,Other,20-03-2015,1426824000,"To the poster below, I haven't received any updates from Columbia either. Application was complete on 01/18. Pretty much a reject at this point, I think. Not that I had a chance anyway."
2329,Columbia University,CS,MS,F15,Other,Other,20-03-2015,1426824000,3.5,150,170,3,TRUE,,International,20-03-2015,1426824000,"Is there anyone has not received the decision from Columbia CS Master yet ? I'm panic right now. I submitted my application on 2014-12-07."
2330,Oregon State University,CS,PhD,F15,Rejected,E-mail,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,"My first rejection, have better offers though."
2331,Oregon State University,CS,PhD,F15,Rejected,E-mail,20-03-2015,1426824000,,145,167,3,TRUE,,International,20-03-2015,1426824000,"My first reject, have better offer though."
2332,University Of Southern California (USC),CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,American,20-03-2015,1426824000,I'm the one who was accepted to Masters earlier and is still waiting on PhD. My decision round was 674.
2333,Stanford,CS,MS,F15,Accepted,E-mail,20-03-2015,1426824000,,,,,,,Other,20-03-2015,1426824000,"For the IITian below, don't think you are too smart, I am an non-IITian and I am turning down offers from many and CMU as well. Go and have it if you want."
2334,Georgia Tech,ECE,MS,F15,Rejected,E-mail,17-03-2015,1426564800,,,,,,,International,20-03-2015,1426824000,"completely disappointed,  second reject back to back !!!no hopes now"
2335,Stanford,CS,MS,F15,Other,Other,20-03-2015,1426824000,,,,,,,Other,20-03-2015,1426824000,"To the IITian below: Congratulations mate! Can you tell us other details of your profile? Also, which IIT are you from?PS: I am also from an IIT, but belong to the unfortunate gang of rejects."
2336,USC,CS,MS,F15,Wait listed,Other,20-03-2015,1426824000,,,,,,,International,20-03-2015,1426824000,To the USC posters below. I have the same decision round too i.e. 674 and haven't heard from them yet. Can anyone shed some light on the significance of decision round? Is it constant for an application or incremented internally by USC?
2337,Stanford University,CS,MS,F15,Accepted,E-mail,18-03-2015,1426651200,,161,170,4.5,TRUE,,International,20-03-2015,1426824000,"IITian with one 2nd-author publication in IEEE in computer visionI have a good news for those waiting to get offers. I will be turning down the offers I have from USC, Brown, UPenn, UWMadison, UCIrvine, UWashington and Georgia Tech in few minutes. Hopefully you will get it. Good Luck everyone."
2338,"University Of California, Berkeley",ECE,MS,F15,Rejected,E-mail,17-02-2015,1424149200,3.86,155,169,4.5,TRUE,,International with US Degree,20-03-2015,1426824000,"2.5 years work experience at startup, 1 rec from manager, 1 rec from community college professor, 1 rec from 4-yr university"
2339,Stanford University,CS,MS,F15,Accepted,E-mail,18-03-2015,1426651200,3.86,155,169,4.5,TRUE,,International with US Degree,20-03-2015,1426824000,"2.5 years of work experience at startup, 1 rec from manager, 1 rec from community college professor, 1 rec from 4-yr university professor"
2340,Columbia University,CS,PhD,F15,Rejected,E-mail,20-03-2015,1426824000,3.68,153,162,4,TRUE,,International,20-03-2015,1426824000,
2341,Syracuse University,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International,20-03-2015,1426824000,
2342,Virginia Tech,ECE,PhD,F15,Accepted,E-mail,19-03-2015,1426737600,,151,166,4,TRUE,,International,19-03-2015,1426737600,They told me to change my application to MEng so that they can accept me as a masters student with no financial aid! That's ridiculous! Got acceptance with funding from a better school anyway and won't accept their generous offer!
2343,Ohio University Athens,CS,PhD,F15,Accepted,E-mail,11/3/15,1426046400,,145,167,3,TRUE,,International,19-03-2015,1426737600,No words about funding.
2344,Stanford,CS,Other,F15,Other,Other,19-03-2015,1426737600,,,,,,,Other,19-03-2015,1426737600,Has Stanford notified all applicants for their MSCS program? I have yet to receive a letter of acceptance or rejection.
2345,Stanford University,CS,MS,F15,Rejected,E-mail,18-03-2015,1426651200,3.76,162,170,4.5,TRUE,,American,19-03-2015,1426737600,"Rejected by all schools in top 5. I guess it is not that easy to be in those schools.Not waiting for another year though. Going to GTech, Atlanta for Masters and already have a summer internship at Twitter for summer 2015"
2346,Stanford,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,Super excited to go to Stanford after a rejection from Berkeley (and still no answer for CMU ECE Masters Program)
2347,Rice University,CS,MS,F15,Rejected,Postal Service,19-03-2015,1426737600,,,,,,,International with US Degree,19-03-2015,1426737600,no email notification
2348,Rutgers University - New Brunswick,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,154,168,4,TRUE,,International,19-03-2015,1426737600,
2349,Stanford,CS,MS,F15,Rejected,E-mail,18-03-2015,1426651200,,,,,,,,19-03-2015,1426737600,
2350,Rice University,CS,MS,F15,Rejected,Website,19-03-2015,1426737600,,,,,,,International with US Degree,19-03-2015,1426737600,No email notification.
2351,UIUC,CS,PhD,F15,Rejected,E-mail,18-03-2015,1426651200,,,,,,,International,19-03-2015,1426737600,
2352,Ohio State University,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,3.04,160,167,3.5,TRUE,,International,19-03-2015,1426737600,"One internship in am Indian startup, one in a US university, one in a consulting company. From Physics but good grades in computer science courses. Good recommendations and good projects"
2353,Rutgers University - New Brunswick,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,3.6,167,167,4.5,TRUE,,International,19-03-2015,1426737600,Offer letter was pretty specific about no aid or assistantships. :/
2354,Clemson University,CS,MS,F15,Accepted,Website,19-03-2015,1426737600,3.5,153,170,3,TRUE,,International,19-03-2015,1426737600,No details about funding. Mentioned contact details in the letter.
2355,Rice University,CS,MS,F15,Rejected,E-mail,18-03-2015,1426651200,3.42,150,165,3,TRUE,,International,19-03-2015,1426737600,
2356,"University Of California, Santa Barbara (UCSB)",CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.42,150,165,3,TRUE,,International,19-03-2015,1426737600,
2357,Ohio State University,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,153,165,3.5,TRUE,,International,19-03-2015,1426737600,
2358,Indiana University Bloomington,CS,PhD,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,
2359,Arizona State University (ASU),CS,MS,F15,Accepted,E-mail,18-03-2015,1426651200,3,158,168,4,TRUE,,American,19-03-2015,1426737600,First admit finally!
2360,Boston University,ECE,PhD,F15,Rejected,E-mail,19-03-2015,1426737600,,,,,,,American,19-03-2015,1426737600,
2361,University Of Oxford,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,4,161,166,5,TRUE,,International,19-03-2015,1426737600,"No word on scholarship. Had interview on Monday, it went well. Was pretty technical, no CV questions or anything, and the questions weren't too difficult.If anyone knows anything about when Clarendon scholarships are awarded, please do tell."
2362,UIUC,CS,MS,F14,Rejected,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,
2363,Carnegie Mellon University,CS,PhD,F15,Rejected,Website,14-03-2015,1426305600,3.8,157,170,3.5,TRUE,,International,19-03-2015,1426737600,Made it to an interview. I guess that from the 800 applicants a lot are highly qualified :/
2364,University Of Chicago,CS,MS,F15,Accepted,Website,17-03-2015,1426564800,3.8,166,161,3,TRUE,,International with US Degree,19-03-2015,1426737600,
2365,Georgia Tech,CS,MS,F15,Other,Other,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,"To the poster below: Someone has received an acceptance mail today, scroll down to check. I hope Gatech is still rolling out the admits."
2366,Georgia Tech,CS,MS,F15,Other,Other,19-03-2015,1426737600,,,,,,,Other,19-03-2015,1426737600,"Does anyone know if Georgia Tech is still sending out acceptances for MS? According to last year they sent out admits till the end of March, but as of right now, the admits have slowed down to almost none. Can anybody shed some light into this?"
2367,UMass Amherst,CS,PhD,F15,Rejected,Website,12/3/15,1426132800,2.6,156,161,3.5,TRUE,,International,19-03-2015,1426737600,"I had a TOEFL of 105 (applied with 91 and increased the score later), MSc =3.91, 1 ISI accept,  3IEEE accepted. 3 ISI revised, 4 ISI under review. Had TA experience, avg SOP and good Recoms. After apply the adviser I contacted wouldn't answer the emails  so it was alarming. Guess all research experience could not compensate undergrad GPA for these folks :|"
2368,University Of Southern California (USC),CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,3.68,165,165,4,TRUE,,American,19-03-2015,1426737600,Still waiting on PhD decision there.
2369,Columbia,CS,PhD,F15,Rejected,E-mail,19-03-2015,1426737600,3.68,165,165,4,TRUE,,American,19-03-2015,1426737600,
2370,Georgia Tech,CS,MS,F15,Other,Other,19-03-2015,1426737600,,,,,,,,19-03-2015,1426737600,When did you submit your applications?
2371,Columbia,CS,PhD,F15,Rejected,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,MS decision pending..Don't care already have 2 PhD offers
2372,Rice University,CS,MS,F15,Rejected,Website,18-03-2015,1426651200,,,,,,,International with US Degree,19-03-2015,1426737600,NOT even gave me an email notification......
2373,Arizona State University,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International with US Degree,19-03-2015,1426737600,
2374,Ohio State University,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,Safe choice
2375,Ohio State University,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,
2376,Stanford,CS,MS,F15,Accepted,E-mail,18-03-2015,1426651200,3.93,163,170,5,TRUE,,International with US Degree,19-03-2015,1426737600,"We are pleased to inform you that a select group of our strongest incoming Masters students are being offered full financial support in the form of Course (Teaching) Assistantships, and you are among that group.A Course Assistantship covers tuition for up to 10 units per quarter, and provides a salary of $9,108 per quarter."
2377,Arizona State University,ECE,MS,F15,Accepted,E-mail,16-03-2015,1426478400,,,,,,,International,19-03-2015,1426737600,
2378,University Of Colorado Boulder,CS,MS,F15,Rejected,E-mail,18-03-2015,1426651200,,152,165,4,TRUE,,International,19-03-2015,1426737600,114 TOEFL. 2 yrs work exp. Pune University 68%. 8 Research papers published and 4 accepted for publication at the time of application. All in IEEE/Elsevier conferences. Disappointed.
2379,Umass Amherst,ECE,PhD,F15,Accepted,E-mail,19-03-2015,1426737600,,166,151,4,TRUE,,International,19-03-2015,1426737600,
2380,Vanderbilt University,CS,PhD,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,Congrats to Davud Abi :)
2381,Stanford,CS,MS,F14,Rejected,E-mail,18-03-2015,1426651200,,,,,,,International,19-03-2015,1426737600,Regular rejection email.
2382,McGill University,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,,,,,,,American,19-03-2015,1426737600,
2383,North Carolina State University,ECE,MS,F15,Accepted,Website,17-03-2015,1426564800,3.7,,,,,,International,19-03-2015,1426737600,"Received a mail to check the applyGrad portal. Interim Advisor, Dr. Yu was assigned to me on Mar-11 on the gradWatch."
2384,Stanford,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,3.86,167,170,4.5,TRUE,,International,19-03-2015,1426737600,Completely unexpected.
2385,NCSU,CS,MS,F15,Accepted,Website,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,
2386,Binghamton-SUNY,CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,3.47,145,161,3,TRUE,,International,19-03-2015,1426737600,got acceptance for MS program (but applied for PhD program). No word of funding. :(
2387,"University Of Massachusetts, Amherst",CS,MS,F15,Rejected,Website,19-03-2015,1426737600,3.41,157,167,5,TRUE,,International,19-03-2015,1426737600,Email to check website. Had applied for MS Thesis option.
2388,Stanford University,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.95,163,163,4,TRUE,,International,19-03-2015,1426737600,
2389,UIUC,CS,MS,F15,Rejected,E-mail,16-03-2015,1426478400,3.6,160,169,4,TRUE,,International,19-03-2015,1426737600,"Applied for MCS program. 4 years experience at an MNC, 5 research publications, decent acads, awesome LORs. Not sure what went wrong..."
2390,Stanford,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,,161,169,4.5,TRUE,,International,19-03-2015,1426737600,"Disappointed obviously, but not unexpected. 5th straight reject."
2391,"University Of California, Santa Barbara (UCSB)",CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,,152,163,3,TRUE,,International,19-03-2015,1426737600,"CGPA : 67% (Pune University) 1  IEEE paper, 6 months internship and 1.5 years of work ex ...( anyways was ambitious for me) best of luck to other who got an admit"
2392,"University Of California, Santa Barbara",CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,Din't expect this !
2393,UMass Amherst,CS,MS,F15,Other,Other,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,"No, I applied for the Thesis option. I am from University of Allahabad and my percentage is 66.65% but my WES GPA is actually 3.43/4.0. I don't think they use the WES version. Previous rejects - UTD, NCSU. I had also applied at the fag end of the dealine which might also be one of the contributing factors. mail me at souham.biswas.in@ieee.org for further queries :)"
2394,Stanford University,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.9,163,167,4.5,TRUE,,International,19-03-2015,1426737600,Expected
2395,"UMass, Amherst",CS,Other,F15,Other,Other,19-03-2015,1426737600,9.44,156,165,3.5,TRUE,,Other,19-03-2015,1426737600,"To the UMass Amherst poster below, have you applied to MS by Course work?, or MS/Phd? Your profile seems good, all the best for other universities."
2396,Stony Brook University,ECE,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,No word on Funding!  1st admit :)
2397,Oregon State University,CS,PhD,F15,Rejected,E-mail,19-03-2015,1426737600,3.11,149,167,3,TRUE,,International,19-03-2015,1426737600,
2398,UMass Amherst,CS,MS,F15,Rejected,Website,19-03-2015,1426737600,3.43,152,163,3.5,TRUE,,International,19-03-2015,1426737600,"3 Research Papers (1 IEEE), 10-15 projects, 2 Robotics National level awards from IIT-B, Portal says ""We receive many qualified applicants than seats available"". Disappointed."
2399,Stanford,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,,,,,,,International with US Degree,19-03-2015,1426737600,"Fuck Stanford. Love CMU. Btw, wonder what the stats for Stanford this year are, CMU is"
2400,Oregon State University,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.45,158,168,4,TRUE,,International,19-03-2015,1426737600,
2401,Stanford University,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.84,157,169,4,TRUE,,International,19-03-2015,1426737600,"Thank you for applying to the MS in Computer Science program at Stanford University. The MSCS Admissions Committee has reviewed your application and we are sorry to inform you that the committee did not recommend you for admission.  The number of applicants far exceeds the number of those we can admit, which makes the admissions process a difficult and painstaking one. As a result, many strong candidates must be turned down.We wish you every success in satisfying your educational and career goals.Sincerely,Graduate AdmissionsComputer Science DepartmentStanford University"
2402,Stanford University,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.56,152,169,4,TRUE,,International,19-03-2015,1426737600,"As expected, but still sad.. haha"
2403,Columbia,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.8,149,168,4,TRUE,,International,19-03-2015,1426737600,Damn what do they want ... is score everything? I had IEEE papers and good relevant projects!
2404,Columbia University,CS,MS,F15,Other,Other,19-03-2015,1426737600,,,,,,,Other,19-03-2015,1426737600,"To those who got their decisions today, when did you all apply?"
2405,McGill University,CS,PhD,F15,Accepted,E-mail,18-03-2015,1426651200,,,,,,,International with US Degree,19-03-2015,1426737600,"Admission into this program is a highly competitive process... With full funding, great."
2406,University Of Michigan (UMich),CS,MS,F15,Accepted,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,"Applied to PhD program, got admitted to MS"
2407,Stanford University,CS,MS,F15,Accepted,E-mail,18-03-2015,1426651200,3.92,164,164,5.5,TRUE,,American,19-03-2015,1426737600,I'm freaking out right now! :)
2408,Stanford,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.8,170,163,,TRUE,,American,19-03-2015,1426737600,"Darn, would have been fun!"
2409,Stanford,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,3.81,164,165,4.5,TRUE,,International,19-03-2015,1426737600,Undergrad from IIT. Expected result. Just wanted to try my luck because of profs working on almost same things as my intern :P
2410,"University Of Michigan, Ann Arbor",CS,MS,F15,Accepted,E-mail,18-03-2015,1426651200,,,,,,,American,19-03-2015,1426737600,"No research, no paper, high GPA, GRE barely above minimum score. 1 independent project with a Professor. Lots of class projects and self-directed projects completed.  2 LORs from IEEE fellows. Applied in 1/9/2015"
2411,Stanford,CS,MS,F15,Rejected,E-mail,19-03-2015,1426737600,,,,,,,International,19-03-2015,1426737600,Expected
2412,Virginia Tech,CS,PhD,F15,Accepted,E-mail,2/3/15,1425272400,,,,,,,International,19-03-2015,1426737600,Graduate school asked to contact the department for financial aid. Contacted them but haven't heard back? It has been a week. Anybody know when they inform the financial details.
